id	count	hate_speech	offensive_language	neither	class	tweet
5673	3	0	2	1	1	@ amck73 Και επειδή ακούγεται ότι δεν υπάρχει προαύξηση, θα πληρώσει, όχι. Προφανώς έχει πίστωση γκέτο. «μαγικό αυτό ;! 
5674	3	1	2	0	1	@ ameriC00N @joeylattime Christian συνεχίζει να γελάει και εγώ και αυτός θα σε γαμήσω αντί για μουνί σκύλα 
5675	3	1	2	0	1	"@amyklobuchar ήταν 17 όχι 16 & amp; προσπάθησε να χτυπήσει έναν πολύ πιο αδύναμο ""ανατριχιαστικό κροτίδα"", γι 'αυτό είναι νεκρός Αν ο Ζίμερμαν ήταν γυναίκα ... "
5676	3	1	2	0	1	@anandpradhan @kavita_krishnan αστείο να διαβάζω καθυστερημένα φιλελεύθερα tweets. Αλλά ο Anand u δεν διέγραψε το tweet salwar. Τέλος πάντων πείτε γεια στο #DigVijaySingh 
5677	3	0	0	3	2	@andersonDrLJA Είμαι τόσο άρρωστος από τους αυτοεξυπηρετούμενους πολιτικούς, ενώ ο BO καταστρέφει την Αμερική. #WeAreRepublicNotRegime #ImpeachObama 
5678	3	0	3	0	1	@andreajmarkley @ gantaro47 Ναι, συγγνώμη δωρεά, είμαι σκύλα, γι 'αυτό θα σε αγνοήσω όπως οι περισσότεροι libtards αγνοούν την πλειοψηφία ... 
5679	3	0	3	0	1	@andrewzoudo @BlVckbricks Θα τους χτυπήσω ακόμα. Προσπαθούν να ενεργήσουν σκληρά μέσω του twitter. Χαχα μουνι γαλαξια niggas 
5680	3	0	3	0	1	@anepicname μόνο ο λόγος που δεν θα το παρατήσω είναι ότι έχω ένα γαμημένο ΚΑΤΑΛΟΓΟ σε αυτήν τη σκύλα. Τα παιχνίδια Arcade ήταν φωτιά. 
5681	3	0	3	0	1	@angelo_GL @Tommy_Russell_ να μην πάρετε μια βελονιά μουνί .... 
5682	3	0	3	0	1	@angelo_GL ω ναι a-lo aka κ. σκύλα Λμάο 
5683	3	0	3	0	1	@angelo_papale lol τώρα το μόνο που χρειάζεσαι είναι ένα αγόρι μουνί στην παραλία 
5684	3	1	2	0	1	@anggxo κατεβείτε από το twitter μου 
5685	3	0	3	0	1	@ anniec0429 άσχημη λευκή σκύλα 
5686	6	0	0	6	2	@antiamnesty @AppSame @WhiteHouse  Συμφωνώ 100%. Χωρίς πολιτογραφημένη ιθαγένεια, χωρίς άγκυρα μωρό. Όλα πηγαίνουν στη χώρα προέλευσης των γονέων. 
5687	3	0	3	0	1	@ apmorales96 πρέπει να συνεχίζεις να αγωνίζεσαι αδερφέ Thea hoes προσπαθώντας απλώς να με κατεβάσει. #thestrugle 
5688	3	2	1	0	0	@aravosis Μπορώ να πηδήξω σε σκατά που δεν έχει μπάλα; Ως συντηρητική, φεμινίστρια, αναπηρία κτηνίατρος, εύχομαι καλή τύχη με μια πρωτεύουσα F. @DLoesch 
5689	3	0	3	0	1	@areuseriousrn @harmon_lauren είναι εντάξει θα πάρω σκύλες σε αυτό το πουλί ούτως ή άλλως, αλλά ευχαριστώ για την συμβουλή 
5690	3	1	2	0	1	@argylegray @JTrevorHowerton @HollyRFisher Δεν δίνω σκατά τι σκέφτεστε για τα tweets μου, άχρηστο αφρό τσαγιού. 
5691	3	0	1	2	2	@ariennajanee το αμοιβαίο μου λιλά κίτρινο οστό & # 127827 
5692	3	0	0	3	2	@ariennajanee γι 'αυτό είσαι ένα κίτρινο κόκκαλο & # 128155 
5693	3	0	3	0	1	@arionnee cuz ξέρεις ότι έπαιζα witchu, δεν θα καλέσω τη μαμά σου σκύλα ή να πεις αδερφέ άσχημο af έτσι; 
5694	3	0	3	0	1	@arionnee smh δεν το καταλαβαίνω, αλλά σκατά μου περισσότερες τσέπες & # 128527 
5695	3	1	2	0	1	@artiequitter σκατά τους αν δεν μπορούν να κάνουν ένα αστείο! φιλελεύθερες pussies σκέφτονται μόνο αστεία για τη sarah palin & amp 
5696	3	1	2	0	1	Οι @aschops συμφωνούν απολύτως με αυτήν τη δήλωση. Είναι τόσο διασκεδαστικό πόσο θυμωμένος κάνει όλα αυτά τα τσαγιέρα. Αυτό και μόνο αξίζει τον κόπο. 
5697	3	0	3	0	1	@asdfgheatherr όχι όχι απόψε θα αύριο 
5698	3	1	2	0	1	@ asheZ29 @mskyleighmarie bitches & # 128530 
5699	3	2	1	0	0	@ashhruggiero χαρούμενα γενέθλια queer 
5700	3	0	0	3	2	@ ashley_smith20 έγχρωμες επαφές 
5701	3	0	3	0	1	@ashleyasatu lmaoooo την αποκαλώ σκαπάνη και είμαι τρελή; Shutcho uglass επάνω 
5702	3	0	3	0	1	@ashleyrike άρρωστη σκύλα !! 
5703	3	0	0	3	2	@ ashleyypat17 αν είμαι σκουπίδια σκουπίδια από τότε που έχουμε τώρα 
5704	3	0	3	0	1	@asiahh__ εντάξει σκύλα ελπίζω κάποιος να διαγράψει τη ζωή σου να πιπιλίζει 30 πούλια και να χτυπηθεί από 2 λεωφορεία 
5705	3	0	1	2	2	@asiahh__ nah σας απάντησα όπως έκανα κυριολεκτικά σε όλους τους άλλους που το ονόμασαν σκουπίδια ... Πήγαινε και ελέγξτε αν δεν με πιστεύεις 
5707	3	2	1	0	0	@asshole_king ω όχι. Σχεδίασαν αυτόν τον γκέι κώλο που βγαίνει στην τηλεόραση; Καλώς ήλθατε στο Redskins έθνος. Κανένα queers μόνο πολλοί γουργούρες. 
5708	3	3	0	0	0	Ο ιδιοκτήτης @asshole_king pats είναι kike. 
5709	3	3	0	0	0	@asshole_king με χάπια που η Νιγηρία θα διαρκέσει 4 χρόνια. Όπως η μαγική j. Αυτή η Νιγηρία έπρεπε να είχε πεθάνει χρόνια πριν. Είστε η πρώτη ομάδα που σχεδιάζει gay. 
5710	3	0	2	1	1	@ assholee813 μια τέτοια σκαπάνη 
5711	3	0	3	0	1	@atheistfront @CutRealty @A_M_Perez @ ATHE1STP0WER ναι ορθογραφικός έλεγχος είναι μια σκύλα ... ας μείνουμε στο θέμα 
5712	3	1	2	0	1	@ atownbrown08 @CarmineZozzora LOL που δεν έχει λειτουργήσει καλά για μαύρους λαούς στο παρελθόν. Φέρνουν καλύτερα μερικά κράκερ με um. 
5713	6	4	2	0	0	@atspace your 2. And 3. Nigga them hoes suck wayans wayans, οι αδελφοί δεν είναι καθόλου αστείοι, ο Jamie foxx πρέπει να είναι νούμερο 2 
5714	4	0	1	3	2	@aurabogado το μαύρο; 
5715	3	1	2	0	1	@austin_farrar ναι, να με μπλοκάρεις, φοβάσαι να πας και να χτυπάς τα κορίτσια πόσο δύσκολο σε κάνει; Αρκετά αρκετά για να ξέρω ότι θα νικήσω ... 
5716	3	3	0	0	0	@austin_farrar μια γαμημένη παράξενη σκύλα 
5717	3	0	3	0	1	@austinrea_ @sbsylvester @ hunterbuch66 @kieffer_jason σκύλα που μου είπε μόλις και δεν είναι ο Christopher είναι Chris mf 
5718	3	0	0	3	2	@awfulbot είσαι χοίρος ή είσαι πουλί 
5719	3	1	2	0	1	@ b0ss561 απλά χτύπησε το μουνί 
5720	3	0	3	0	1	@ b0ssladyΠηγαίνετε για σκύλα ύπνου 
5721	3	0	3	0	1	@ b0ssladyRe lmao επιθυμείτε σκύλα 
5722	3	0	1	2	2	Ο @ b0ssladyre μόλις έφαγε ένα ζιζάνιο brownie και βλέπει τυχαίες γάτες 
5723	3	0	3	0	1	@ b0ssladyre lmao ξέρουν ποιος είναι ο κύριος γατούλα !!!! Μην μισείς σκύλα 
5724	3	0	0	3	2	@ b1gsean21 ας πούμε ότι ο Hellen Keller κάνει καλύτερα brownies 
5725	3	0	3	0	1	@b_scheich & # 128072 
5726	3	0	3	0	1	@b_shiznitt @italian_montana με αν είσαι σκύλες που το είδες χωρίς εμένα 
5727	3	0	3	0	1	@b_shiznitt cum μέσω σκύλα 
5728	3	1	2	0	1	@b_shiznitt σκατά σκύλα 
5729	3	0	3	0	1	@b_shiznitt σκατά 
5730	3	0	2	1	1	Ο @b_shiznitt ήθελε να ενημερώσω όλους ότι κατέβασε ολόκληρο το άλμπουμ του Acoustic Justin Bieber #fag 
5731	3	0	3	0	1	@b_shiznitt τι είναι καλό μουνί 
5732	3	0	3	0	1	@b_shiznitt λες ψέματα 
5733	3	0	3	0	1	@baaaabyshaaaay_ Το niggah μου !! 
5734	3	0	3	0	1	@baaaabyshaaaay_ Ununnnn τι σχεδιάζει; Στείλτε μου niggah !! 
5735	3	0	3	0	1	@baaaabyshaaaay_ Yassss σκύλα !! 
5736	3	0	3	0	1	@baaaabyshaaaay_ σπρέι σουτ; niggah με yo έξυπνο στόμα κώλο το άξιζες. &αμπέραζ 
5737	3	0	3	0	1	@babynacca @ Zneezy2Καλά και τα δύο αγόρια χρειάζεστε λίγο μουνί, γαμώτο. & # 128521; 
5738	4	1	3	0	1	@babyspittle @Kimmyincali @MartiniShark @SenatorReid Ακόμα κατηγορείτε τον Μπους; Γαμημένο καθυστερημένο 
5739	3	2	1	0	0	@bad_boy_six @ ksteven37  Εδώ πηγαίνεις σε υγρασία, φάτε αυτό .. http://t.co/kf6PgZvH5G 
5740	3	1	2	0	1	@badluckbella_ αυτό είναι lil nig & # 128526 
5741	3	0	3	0	1	@badnewsbridget @MorbidMermaid @ EvanBecker513 είσαι ένας ψεύτικος σάκος σκατά γιατί ξέρω ότι με αγαπάς #lesbian #jk #jkbridgeturstraight #fag 
5742	3	0	3	0	1	@badnewsbridget lol fag 
5743	3	2	1	0	0	"@ badshah200 Ur pal @STLAbuBadu anc22 ""απόστατος kufar"" & gt; ""Θα έκοψα το λαιμό σου με το σπαθί του Ισλάμ και θα σε παρακολουθήσω σαν σκύλα σαν τον Daniel Pearl"" "
5744	3	0	0	3	2	@ baileymw22 είσαι ο μόνος λόγος που έρχομαι σε αυτό το chipotle σε περίπτωση που δεν ήξερες. Συνεχίστε την καλή δουλειά μωρό 
5745	3	0	0	3	2	@ballzahoy κάουμποϋ δολοφόνοι. & # 128525 
5746	3	0	0	3	2	Κάδος απορριμμάτων @basedgvbe 
5747	3	0	3	0	1	@baskgod nah είναι απλώς ο Κλόουνι να είναι σκύλα 
5748	3	0	3	0	1	@ bayjackson3 lol είναι πλήρωμα, όχι πραγματικές τσάπες 
5749	3	0	3	0	1	@bbhairs όταν γίνετε διάσημοι, εγώ αγοράζω τέχνη, έτσι εγώ και η σκύλα μου μπορούν να έχουν όλα τα πράγματα στο da crib 
5750	3	0	3	0	1	@bbluedreamm @ chris_cruz1 @Hunglikerobby_ Kenna stfu; Σταμάτα να είσαι σκύλα, είπα στον Robby να σταματήσει ;! Θεός. 
5751	3	0	3	0	1	@bbluedreamm @ chris_cruz1 @Hunglikerobby_ λοιπόν, μην είσαι σκύλα; 
5752	3	0	3	0	1	@bbluedreamm @kelliestebbins πόσο πρωτότυποι φαντάζεστε & # 128530 
5753	3	0	3	0	1	Η @bbluedreamm bitch δεν απαντά & # 128524 
5754	3	0	3	0	1	@beautifulbeeee ναι !!! Κάθε τύπος είναι σκύλα σήμερα ... lol ... smh 
5755	3	0	2	1	1	Ο @ beejohns1 θα βρεθεί μια κοκκινομάλλα κοπέλα μία από αυτές τις μέρες & # 128143 
5756	3	0	3	0	1	@beenlame @FuckTraVonn fagot 
5757	3	0	0	3	2	@beepbeepamanda Σήμερα ήταν το Talk Like A Pirate Day, και απολύτως ΚΟΙΝΟ γνώριζε ότι έκανα πλαστοπροσωπία Charlie Morton όλη την ημέρα. 
5758	3	2	0	1	0	@ beesands10 Αλλά αυτό είναι που λέτε λευκά σκουπίδια με χρήματα !!!!! 
5759	3	2	1	0	0	@bellaangeletti δεν θα είμαι ακόμα φανταστικός αν ήμουν lolz 
5760	3	2	1	0	0	@bellaangeletti είσαι φανταχτερός 
5761	3	0	3	0	1	@benshapiro λίγο περισσότερο #teabagger babel. αυτά είναι τα ίδια σκατά που αυνανίστηκαν στο @TimTebow - το μισούν μόνο όταν οι ομοφυλόφιλοι είναι επιτυχημένοι. 
5762	3	0	2	1	1	@bernadettvajda βάζουν πάντα τα τζίντζερ σε κόκκινο, κίτρινο ή λεοπάρ. 
5763	3	0	2	1	1	"@bestassbestface omg σας τελικά χάνετε την υπομονή σας. ""Επειδή είσαι μια σκαπάνη!"" Το αγαπώ. & # 128514; & # 128514; δεν μπορώ να σταματήσω να γελάω. "
5764	3	0	0	3	2	@ beth4158 ούτε μπριζόλα εδώ. Χωρίς βιασύνη για μπράουνις. Ακριβώς αυτή η φωτογραφία που δημοσίευσε με έκανε όλα εκτός από τρελό στο τηλέφωνό μου. :) 
5765	3	0	3	0	1	@betysweetcocker που είναι μουνί λευκής γυναίκας 
5766	3	0	3	0	1	@bigDickdoane θετικές σκέψεις nig nog & # 128522 
5767	3	1	2	0	1	@big_business_ lmao dog απλά πληκτρολογήστε τους και αφήστε τους φίλους να προσπαθήσουν να το αποκρυπτογραφήσουν. 
5768	3	1	0	2	2	@ big_msudawg11 oh state, απλώς απολαύστε τον κάδο απορριμμάτων του τρέιλερ και τα αθλήματά σας. 
5771	3	0	3	0	1	@ biggerboat99 παρακαλώ να είστε λίγο κατάθλιψη σκύλα όλη την ώρα 
5772	3	0	3	0	1	@bigksmoove τους τσάπες φαίνονται καλά 
5773	3	0	3	0	1	@bigshaadswerver @Alejandro_Bihhh Δεν έχω δει αυτή τη σκαπάνη 
5774	3	0	3	0	1	@bigshaadswerver ναι TJ σε αυτή τη σκαπάνη, να χτυπάει τα πάντα, ο TK χτυπάει και ο Juelz χειρίζεται τη σκύλα 
5775	3	0	2	1	1	@bijoudulcet geminis κανόνας πώς. & # 128524 
5776	3	0	2	1	1	@bill_gaines @MorningJoe Η ATF είναι υπεύθυνη για τη δίωξη υποθέσεων και οι #teabagger Republicans δεν θα επιβεβαιώσουν έναν διευθυντή για να ηγηθεί του οργανισμού. 
5777	3	0	1	2	2	@billyeichner Από το @TomCruise θα είναι πιο φιλόξενο ... γεια. 
5778	3	0	1	2	2	@billyrunaway Ελπίζω να είναι μεγαλύτερη από ένα πουλί. 
5779	3	0	3	0	1	@binniemouse σκύλα μην σκοτώνεις τη ζωή μου 
5780	3	0	3	0	1	@bitchdicknigga, ναι, κουνάω τα μωρά μου 
5781	3	2	1	0	0	@bitchdicknigga είσαι γαμημένος ψαράς 
5782	3	0	3	0	1	@bitchkrieg HBIC ....... Επικεφαλής επικεφαλής σκύλα. Χαχαχα 
5783	3	2	1	0	0	@bitchkrieg αρέσει το νέο AVI. Το Twitter μου καθυστερεί και σας δείχνει με το καπέλο, αλλά όταν παρακολουθώ το προφίλ σας, δείχνει το νέο 
5784	3	0	3	0	1	@bitchsides είσαι σκύλα Ihy 
5785	3	0	0	3	2	Τα cookies @bitty_boop @Oreo ακούγονται υπέροχα. 
5786	3	0	3	0	1	@ bjohnson613 Γι 'αυτό σας ακολουθώ και σας αγαπώ, Μπιλ. Μπορώ να σε σκύλαω, αλλά δεν θα σε κόψω ποτέ. 
5787	3	0	0	3	2	@blackrepublican πόσο καιρό μετά την αλλαγή του ονόματος θα απομνημονευθούν όλα τα αναμνηστικά με το όνομα της κοκκινομάλλας και θα είναι παράνομο; 
5788	3	0	0	3	2	@blackymiles lol για να βγάλουμε τον κίτρινο λεκέ λεύκανσης χρησιμοποιήστε μια πάστα υπεροξειδίου υδρογόνου σόδας στο λεκέ και ρίξτε τη στο πλυντήριο 
5789	3	0	3	0	1	@blakeshelton Έρχομαι για εσένα !!! http://t.co/yASXoqnLEA 
5790	3	0	2	1	1	@blastmccurdy στα όνειρά σας λίγο αιμορροΐδα leprechaun 
5791	3	0	1	2	2	@blowme εννοείς σκουπίδια. 
5792	3	0	3	0	1	@ bm00re43 σκύλες γυμνές ** 
5793	3	2	1	0	0	@bnp Είμαστε κατακλυσμένοι από μιγούς επειδή το ZOG ή οι Εβραίοι που διαχειρίζονται τις χώρες μας θέλουν να σκοτωθεί ο λευκός. 
5794	3	0	0	3	2	@bocgeogaddi @anepicname κερδίζει το επικό πουλί. 
5795	3	0	3	0	1	"@ bogglethemind83 @ AJ0427 Πρόκειται να πετάξει στην Πορτογαλία & amp; άνοιξε ένα κουτάκι του Whoopass από τότε που άρχισαν να σμικρύνουν κατά τη διάρκεια του ""Ακόμα τρέχει αυτή η σκύλα"" "
5800	3	2	1	0	0	@bonnoxxx haha σκύλα ima σχεδιάστε ένα webb σε σφαίρες γύρω από το μέτωπο fuggin #BeamΤο σκύλα ξέρω πού κατοικείτε 
5801	3	2	1	0	0	@bonnoxxx ναι, σου είπε μια χαλάρωση 
5802	3	0	3	0	1	@bonnoxxx καπνίζετε ότι 87 σκύλα 
5803	3	0	3	0	1	@bonnoxxx ναι, μια σκύλα γαμημένη στερλίνα .. Cuhz pimpin tho 
5804	3	0	3	0	1	@bossliyah_ DM μου σκαπάνη αριθμό σας 
5805	3	0	3	0	1	@bosxe λειτούργησε, σκύλα !!! 
5806	3	0	0	3	2	@boxingscene @RPopBox @BronzeBomber @ boxing αυτό ο Τσάρλι Ζ χρειάζεται πραγματικά ψυχική βοήθεια για να το ελέγξετε http://t.co/CkBS6WcZu1 
5807	3	0	3	0	1	@boxingscene Ο Ντάνι θα βρίσκεται σε βαθιά νερά σε 147 πάρα πολλούς κακούς σκύλους εκεί 
5808	3	0	3	0	1	@boxingscene κανείς δεν θα πάρει ποτέ ξανά αυτόν τον κλόουν κλόουν σοβαρό τι είναι μια σκύλα 
5809	3	0	3	0	1	@bradley_eckman μην πεις σκατά όπως αυτό. Ή θα σου δώσω ένα & # 127812 
5810	3	0	0	3	2	@ brandonDGK420 τα μόνα χαρτόνια που έχω ακόμα από αυτά είναι μόνο τα γραβάτα, η έκδοση μαϊμού, το μαύρο και το ασήμι και τα νεότερα 
5811	3	0	3	0	1	@brandon_even Δεν είναι οι σκύλοι που μιλάω & # 58386 
5812	3	0	3	0	1	Το @brandynasty bitch nigga δεν τραυματίζεται 
5813	3	0	3	0	1	@ brendacoyt_3: Ayee Ayee είναι το χιόνι και amp 
5814	3	0	3	0	1	@ brendacoyt_3: Τους έκανα σκύλα με σνόουμπορντ και # 127938 
5815	3	0	3	0	1	@ brendacoyt_3: αχ χαλαρώστε τη σκύλα μου να φαίνεται καλύτερα & # 128514 
5816	3	0	3	0	1	@bri_shackelford @bellaangeletti συγγνώμη η δυσλεξία είναι σκύλα 
5817	3	0	0	3	2	@brianabrazilian ω ... το τηλέφωνό μου είναι κάδος απορριμμάτων! αλλά το ήξερες! 
5818	3	0	3	0	1	@ brianholmes2700 I & # 128154 
5819	3	0	3	0	1	Ο @ brianholmes2700 θεός δεν στέλνει καθυστερήσεις στην κόλαση 
5820	3	0	3	0	1	@ brianholmes2700 μουνί 
5821	3	0	3	0	1	@ brianholmes2700 σας μεθυσμένος σκύλα 
5822	3	0	0	3	2	Ο @brianstelter πήρε uber χθες. Διαφημίζεται ως 20% & lt 
5823	3	0	3	0	1	@briere_alex περίεργο χρόνο 
5824	3	0	3	0	1	Ο @britneyspears δεν έχει σημασία, αλλά είμαι περήφανος για τον μικρό μου κώλο! είμαι παλιά νότια σκύλα. περίμενε μωρό μου! 
5825	3	0	0	3	2	@brittbritt_naay & # 128514 
5826	3	0	3	0	1	@brittneycordova μην με κατηγορήσεις σκαπάνη .... Είμαι αθώος & # 128520 
5827	3	0	0	3	2	"@britty_jurgens μια πρόταση μουσικής είναι ""lil spook"" "
5828	3	0	3	0	1	@broneadams yo σκύλα μείνετε μοιάζουν με κλόουν 
5829	3	0	3	0	1	@brookbristow @BigAssMoustache οι άνθρωποι πρέπει να μπουν για κάτι. 
5830	3	0	3	0	1	@brookeschade @piperleigh_ @cass_uhhh_deee @ baylee247 όλα τα yall stfu, όλα τα pussies σας και δεν θα σκατά 
5831	3	0	3	0	1	@ Brotherbill7 διψασμένες τσάπες & # 128129 
5832	3	2	1	0	0	@brrrrangadang αυτό το nigga & # 128529 
5833	3	1	2	0	1	@ bsails33 dyke ron & # 127752 
5834	3	0	3	0	1	@buffprobzzz ο μάγκα ξεκίνησε να τρέχει σαν σκύλα! 
5835	3	1	2	0	1	"@ burke113 @donthebear "".. the nig ..""; εντάξει, είσαι ο μεγάλος ομιλητής στο twitter χωρίς όνομα, χωρίς πρόσωπο, χωρίς πληροφορίες "
5836	3	0	0	3	2	@butterfliesblue Άκουσα ότι το πράσινο τσάι σε κάνει να χάσεις βάρος .... Και Imma coon έτσι που εξηγεί το καρπούζι 
5837	3	0	3	0	1	@bygbootiejuliie απλά FaceTime Doms σκύλα 
5838	3	0	0	3	2	@ c00ntact @KevinI bumcia είναι σκουπίδια smfh θα νόμιζα ότι θα είχε ακολουθήσει τον Χαν, αλλά αυτό που είπες έχει νόημα 
5839	3	0	1	2	2	@c_drew_ Υποθέτω έτσι. Οι παίκτες μιλούν σκουπίδια. 
5840	3	1	2	0	1	@ c_mccann23 σκατά ναι είμαστε & # 128540 
5841	3	0	3	0	1	@ caitnicole3 Δεν είμαι σίγουρος, είμαι σπασμένος nig & # 128542; 
5842	3	0	1	2	2	@cakedjake Βάζουμε βράχο γύρω από τη λίμνη μας. Είστε ευπρόσδεκτοι να συμμετάσχετε σε μια redneck προπόνηση. # μύες & # 128170 
5843	3	1	2	0	1	@calissstaaa γιατί είσαι ένα λαγουδάκι στα σύνορα, ξεχνάς ήδη; 
5844	3	0	3	0	1	Ο χρήστης @ calumlove1997 μπορεί να σας δώσει μια επίσκεψη. Αυτό το μουνί δεν πρόκειται να έχει οικογένεια όταν τελειώσω. 
5845	3	0	3	0	1	@cambreezy_ @ AndrewWayne2 @thereal_EMand Δεν είναι καθυστερημένο Είναι ξάδερφος μου. Λμάο. 
5846	3	2	1	0	0	@cambreezy_ @TheLittleFella_ έγραψε φαγούς με ένα και είσαι τόσο ωραίο lol 
5847	3	0	3	0	1	@cameron_ast @lanahudsonnn @ijrojo σκύλα κλείστε το σκατά και ακολουθήστε αυτό που λέτε nigga 
5848	3	0	3	0	1	@cameron_ast @lanahudsonnn είστε γαμημένοι ακόμα μιλάω σκύλα Θέλω να δω ότι δεν κάνω γαμήσι για τον άσχημο φίλο σου γιο 
5849	3	1	2	0	1	@cameron_ast @lanahudsonnn σκύλα και το διάολο που θέλεις να κάνεις και τότε η nigga stfu μιλάει και κάνε κάτι 
5852	3	0	0	3	2	@caraabastow Αυτό είναι ένα χαριτωμένο και ασαφές ... hehehe 
5853	3	0	0	3	2	Το @caritoguey 02 'Charcoal 7s είναι προ-ιδιοκτησιακό, χωρίς μοναδική φθορά ή γρατζουνιές Μέγεθος 10,5, Cherry 12's DS μέγεθος 11,5 
5854	3	0	1	2	2	Κάδο απορριμμάτων @carlybaejepsen 
5855	3	1	2	0	1	Ο χρήστης @ carlybutler96 μόλις έστειλε γραπτό μήνυμα και # 128536 
5856	3	0	0	3	2	@carolinebakkk αυτά ήταν μέλισσες .... 
5857	3	0	1	2	2	@carpedehope όχι αν στέκεστε ανάμεσα στις κίτρινες γραμμές 
5858	3	0	3	0	1	@carterboy_leake @italian_montana @ tyg235 χαλαρώστε ο μπαμπάς σας παίρνει περισσότερες σκύλες στο σχολείο από ό, τι κάνετε griff 
5859	3	0	3	0	1	@cass_uhhh_deee κάνε μουνί 
5860	6	0	6	0	1	@catleesh_ Έχω μικρά βύσματα μεγέθους μουνιού 
5861	3	0	0	3	2	@caycifish Τι κάνει αυτός ο πίθηκος σε αυτά τα φτωχά μπουκάλια; 
5862	3	3	0	0	0	@ caykelly16 @MadisonEarhart είστε παιδιά. 
5863	3	0	3	0	1	@ caylanashlee γιατί όλοι αγαπούν να σκύβουν τον κώλο σωστά; Ναι σίγουρα... 
5864	3	0	2	1	1	@caylinwillis Γαμώ τους Γιάνκης 
5865	3	0	3	0	1	@cb_marie, όπως θα έπρεπε, αυτό είναι μια μπάτσο που είμαστε εκεί για το turn up & # 128553 
5866	3	0	3	0	1	@cb_marie σκύλα yessssssss & # 128586 
5867	3	0	3	0	1	Τα μαύρα κορίτσια @cbfollowheidi είναι τόσο αστεία, γιατί δεν μπορείτε να μιλήσετε εγγράμματοι; Είναι αξιολύπητο, πουλί, σκληρό ανεμιστήρα rofl, με αηδείς, καθυστερήσεις. 
5868	3	0	3	0	1	@cbfollowheidi αντίο άσχημο σκαπάνη, κάντε κάτι για αυτό το άσχημο ύφασμα τρίχας αλόγου. 
5869	6	0	6	0	1	@ ccass357 @Liveitupjersey πραγματικό Σοβαρό στο CT! Μάτσο γαϊδουράκια! 
5871	3	0	3	0	1	@cdnrod Και σκάνε γιατί η αστυνομία έδειξε σε ισχύ. Ήταν το μόνο πράγμα που τους εμπόδισε να γυρίσουν σε 2 road kill # I70 
5872	3	0	1	2	2	@cgoodwoman @stevenadamswv Η Crystal ίσως είναι μόνο ένα άτομο στον κόσμο που ενδιαφέρεται για το φτωχό μου μαύρο λόφο: Τζαμάικα :: φτωχό λευκό λόφο: ιδέα του WV 
5873	3	0	3	0	1	Το @ chandraingram95 ακούγεται σαν να προσπαθείτε να χτυπήσετε μια σκαπάνη 
5874	3	0	3	0	1	@ chanel_2Playa @TODDIE_soPLAYER nigga είσαι περήφανος για το 80% ήμουν σε αυτήν τη σκύλα 99,99% το 0,01% από μένα θα βγάλω το ζιζάνιο από το αυτοκίνητο 
5875	3	0	2	1	1	@chanelisabeth @Emmasayshai #icanhashtaghoweveriwant #bitch 
5876	3	0	2	1	1	@chanelisabeth οδηγώ παράνομη καθυστέρηση 
5877	3	1	2	0	1	@chanelisabeth Υπερβάλλω την αδερφή μου, σκαπάνη 
5878	3	0	3	0	1	@chanelisabeth γιατί είσαι μια σκύλα πουλιών 
5879	3	0	3	0	1	@chanelisabeth σκατά λοιπόν 
5880	3	2	1	0	0	@chanelisabeth εκείνη η πιο ωραία μουσική 
5881	3	1	2	0	1	@chanelisabeth καλά, είσαι μια πρώτης τάξεως σκύλα. Συνεχίστε λοιπόν τη σκύλα σας, σκύλα 
5882	3	0	3	0	1	@charlieecai εντάξει !!!!! Ηλίθια σκύλα 
5883	3	0	0	3	2	@charlierose @jdickerson ρατσιστής @NorahODonnell Texas σκουπίδια GWBush ήρθε στο WH μουδιασμένος θυμηθείτε ότι και Ρεπουμπλικάνοι έκλεψαν τις εκλογές 
5884	3	0	1	2	2	@charlierose @jdickerson ρατσιστής @ NorahODonnell Tx σκουπίδια δεν υπάρχει σύγκριση μεταξύ του Πρεσβύτερου Ομπάμα και της δημοσκόπησης του GWBush θα δείξει ότι έχει υποστηρίξει 100% 
5885	3	0	0	3	2	@charliesheen Charlie ΠΑΡΑΚΑΛΩ ΣΤΑΣΤΕ. από 1 ole fart 2 ακόμη ... 
5886	3	0	0	3	2	@charliesheen Τσάρλι, είμαι γριά. ΜΗΝ ΠΕΡΙΕΧΕΤΕ ΠΟΛΥ ΠΕΡΙΠΤΩΣΕΙΣ ΓΙΑ ΤΑ ΠΑΙΔΙΑ ΜΑΜ .. ΚΑΤΑΝΤΩ !!!, Ο JUS ΔΕΝ! ΜΕΓΑΛΗ ΑΓΚΑΛΙΑ 
5887	3	0	0	3	2	@charloosss @keepitplur @nicoleariel_ Θα χτυπήσω το ψηλό μου κουτί. αλλά η μαθήτρια δεν θα εγκρίνει lol 
5888	3	0	3	0	1	@charmarie σκαπάνη κάνεις και καλό! 
5889	3	0	3	0	1	@chase_wickett @LangKeaton σκύλα im waitin on μου κοτομπουκιές 
5890	3	0	0	3	2	@cheetahxcheeks lol σκουπίδια θα το κρατούσα αν ήταν χαριτωμένη 
5891	3	0	3	0	1	@chelsielin & # 128514 
5892	3	2	1	0	0	@chemicalkidss αυτή η σκύλα μοιάζει με ένα γαμημένο λευκό σκουπίδια Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET 
