Text	Date	Favorites	Retweets	Tweet_ID
Ο Στριμμένος Χίλαρι πήρε μια μεγάλη διαφήμιση να παίζω γκολφ στο Turnberry. Με δείχνει να χτυπάω, αλλά ποτέ δεν έκανα = ψέμα! Ήταν εκεί για να υποστηρίξει τον γιο 	6/26/16 12:06	21162	7255	7.47099e+17
Η Κλίντον προσπαθεί να ξεπλύνει την κακή κρίση της στο BREXIT με μεγάλες διαφημίσεις σε δολάρια. Αισχρός! 	6/26/16 7:36	18709	6449	7.47031e+17
Η στριμμένη Χίλαρι Κλίντον, η οποία κάλεσε το BREXIT 100% λάθος (μαζί με τον Ομπάμα), τώρα ξοδεύει χρήματα στη Wall Street σε μια διαφήμιση στο σωστό μου τηλεφώνημα. 	6/26/16 7:33	22175	7694	7.4703e+17
Ο Τζορτζ Γουίλ, ένας από τους πιο υπερεκτιμημένους πολιτικούς ειδικούς (που έχασε τον δρόμο του εδώ και πολύ καιρό), έχει αποχωρήσει από το Ρεπουμπλικανικό Κόμμα. Έχει κάνει πολλές κακές κλήσεις 	6/26/16 7:24	18883	5401	7.47028e+17
Μόλις προσγειώθηκε στη Νέα Υόρκη - μια διανυκτέρευση στη Σκωτία. Το Turnberry βγήκε υπέροχα. Ο γιος μου, ο Έρικ, έκανε εξαιρετική δουλειά - με προϋπολογισμό! 	6/25/16 23:32	21910	4763	7.46909e+17
Ο Ομπάμα εμπόδισε τους αξιωματικούς της ICE και την BP να κάνουν τις δουλειές τους. Αυτό τελειώνει όταν είμαι Πρόεδρος! 	6/25/16 22:40	24110	8309	7.46896e+17
Δεν μου άρεσε ποτέ ο όρος «μαζική απέλαση» των μέσων μαζικής ενημέρωσης - αλλά πρέπει να επιβάλουμε τους νόμους της γης! 	6/25/16 22:39	22723	6803	7.46896e+17
Θέλουμε μόνο να αναγνωρίσουμε αυτούς που αγαπούν τους ανθρώπους μας και υποστηρίζουν τις αξίες μας. # Αμερική Πρώτα 	6/25/16 22:37	24296	8473	7.46895e+17
Πρέπει να αναστείλουμε τη μετανάστευση από περιοχές που συνδέονται με την τρομοκρατία έως ότου τεθεί σε εφαρμογή μια αποδεδειγμένη μέθοδος ελέγχου. 	6/25/16 22:37	35114	11911	7.46895e+17
Ευχαριστώ όλους όσους βγήκαν και προσχώρησαν χθες στο @TrumpTurnberry @EricTrump @IvankaTrump @ DonaldJTrumpJrpic.twitter.com / hQ1JTMrUtG 	6/25/16 12:00	14863	3996	7.46735e+17
Στο 13ο tee box @TrumpScotland με την εγγονή μου, τον Κάι! @DonaldJTrumpJr https://instagram.com/p/BHFO7q0Dg6m/Ã¥ÃŠ 	6/25/16 11:07	9949	2233	7.46721e+17
Άφιξη @TrumpScotland με @DonaldJTrumpJr & @EricTrump. Επιστροφή στη Νέα Υόρκη απόψε.  Βίντεο: https://www.facebook.com/DonaldTrump/videos/10157219372685725/Ã¥ÃŠâ € ^^Ã›_ 	6/25/16 10:55	8460	2005	7.46718e+17
Τόσο αστείο, η Στριμμένη Χίλαρι κάλεσε το BREXIT τόσο λανθασμένα, και τώρα λέει ότι είναι αυτή που ασχολείται με το Ηνωμένο Βασίλειο. Όλοι μιλούν, χωρίς δράση! 	6/25/16 8:00	27033	8734	7.46674e+17
Οι σκέψεις και οι προσευχές είναι με όλους στη Δυτική Βιρτζίνια - αντιμετωπίζοντας τις καταστροφικές πλημμύρες. #Είμαι μαζί σου 	6/25/16 0:29	27764	9213	7.46561e+17
"""@ Jolena3: @realDonaldTrump Και θα το επαναφέρουμε μόλις έχουμε τον Πρόεδρο Τραμπ! Δεν μπορώ να περιμένω!"" "	6/24/16 18:31	11278	2801	7.46471e+17
"""@DarrenWaggener: @realDonaldTrump Αυτό που συνέβη στο Ηνωμένο Βασίλειο τις τελευταίες 12 ώρες είναι ακριβώς αυτό που θα συμβεί τον Νοέμβριο .. ψηφοφορία TRUMP 2016 "	6/24/16 18:12	18439	6147	7.46466e+17
Πολλοί άνθρωποι εξισώνουν το BREXIT, και τι συμβαίνει στη Μεγάλη Βρετανία, με αυτό που συμβαίνει στις ΗΠΑ. Οι άνθρωποι θέλουν τη χώρα τους πίσω! 	6/24/16 17:43	29215	10310	7.46459e+17
Το άνοιγμα του Trump Turnberry στη Σκωτία ήταν μεγάλη επιτυχία. Καλό συγχρονισμό, ήμουν εδώ για το BREXIT. Πολύ συναρπαστικό συνέδριο ειδήσεων σήμερα! 	6/24/16 17:34	16803	4168	7.46457e+17
Η στραβά Χίλαρι το χαρακτήρισε εντελώς λάθος στο BREXIT - πήγε με τον Ομπάμα - και τώρα λέει ότι χρειαζόμαστε να ηγηθεί. Θα ήταν καταστροφή 	6/24/16 17:23	30046	10525	7.46454e+17
Θέλω όλοι οι Αμερικανοί να πετύχουν μαζί. Η παράνομη εκτελεστική αμνηστία του Προέδρου Ομπάμα υπονομεύει τις προοπτικές εργασίας για ... https: //www.facebook.com/DonaldTrump/posts/10157210293405725Ã¥ÃŠâ € ^^Ã ›_ 	6/24/16 14:50	14913	5467	7.46415e+17
Νέα κυβερνητικά δεδομένα από το Κέντρο Μελετών Μετανάστευσης δείχνουν ότι έχουν εγκατασταθεί περισσότεροι από 3 εκατομμύρια νέοι νόμιμοι και παράνομοι μετανάστες..https: //www.facebook.com/DonaldTrump/posts/10157214830260725Ã¥ÃŠâ € 	6/24/16 14:48	9916	4121	7.46415e+17
Η Αμερική είναι υπερήφανη που στέκεται δίπλα-δίπλα στον ώμο με ένα ελεύθερο & ανεξάρτητο Ηνωμένο Βασίλειο. Στεκόμαστε μαζί ως φίλοι, ως σύμμαχοι και ως άνθρωποι με μια κοινή ιστορία. 	6/24/16 6:32	40492	16146	7.4629e+17
Η αυτοδιάθεση είναι το ιερό δικαίωμα όλων των ελεύθερων ανθρώπων, και οι άνθρωποι του Ηνωμένου Βασιλείου έχουν ασκήσει αυτό το δικαίωμα για να δουν όλος ο κόσμος. 	6/24/16 6:30	31700	13369	7.46289e+17
Ετοιμάζεται να ανοίξει το υπέροχο Turnberry στη Σκωτία. Τι υπέροχη μέρα, ειδικά όταν προστίθεται στη γενναία και λαμπρή ψήφο. 	6/24/16 5:28	17663	4674	7.46274e+17
Δήλωση σχετικά με το βρετανικό δημοψήφισμα για την ΕΕ Ιδιότητα μέλους  https://www.facebook.com/DonaldTrump/posts/10157213077740725Ã¥ÃŠâ € ^^Ã›_ 	6/24/16 5:28	10641	4279	7.46274e+17
Μόλις έφτασα στη Σκωτία. Το μέρος είναι άγριο κατά την ψηφοφορία. Πήραν τη χώρα τους πίσω, όπως θα πάρουμε την Αμερική πίσω. Χωρίς παιχνίδια! 	6/24/16 5:21	48823	18057	7.46272e+17
Συγχαρητήρια στον γιο μου, τον Έρικ, για τη φανταστική δουλειά που έχει κάνει στην ανοικοδόμηση του Turnberry και του υπέροχου Ailsa Course. Υποστηρίζετε πάντα τα παιδιά! 	6/23/16 20:58	24391	5257	7.46145e+17
Φεύγοντας τώρα για ένα βράδυ ταξίδι στη Σκωτία για να είμαι στο Grand Opening του υπέροχου θέρετρου Turnberry. Θα επιστρέψω το Σάββατο Νύχτα! 	6/23/16 20:52	18715	4086	7.46144e+17
Γνωρίστε την καταπληκτική μητέρα της οποίας το γράμμα διάβασα κατά τη διάρκεια της ομιλίας μου. Έχασε τον γιο της από τις πολιτικές που υποστηρίζονται από την Κλίντον. Http://www.breitbart.com/2016-presidential-race/2016/06/22/momsaysclintonscampaignspewshate/Ã¥ÃŠâ € ^^Ã ›_ 	6/23/16 17:36	14750	6892	7.46095e+17
Διαβάστε την πλήρη δήλωσή μου εδώ σχετικά με την εκτελεστική απόφαση αμνηστίας του Ανώτατου Δικαστηρίου #imwithyou  https://www.donaldjtrump.com/press-releases/donald-j.-trump-statement-on-exolved-amnesty-rulingÃ¥ÃŠâ € ^^Ã›_ 	6/23/16 16:08	11020	4724	7.46072e+17
Εδώ είναι ένα άλλο ψέμα CNN. Το Clinton News Network χάνει όλη την αξιοπιστία του. Δεν το βλέπω πια. Http://www.breitbart.com/big-journalism/2016/06/23/cnns-clinton-cash-fact-check-ends-emb سگھيment-cristina-alesci- laurie-frankel / Ã ¥ ÃŠâ € ° Ã ›_ 	6/23/16 15:35	14787	6864	7.46064e+17
Το CNN, το οποίο είναι εντελώς προκατειλημμένο υπέρ της Κλίντον, πρέπει να ζητήσει συγγνώμη. Ήξεραν ότι έκαναν λάθος. Http://www.breitbart.com/2016-presidential-race/2016/06/23/cnns-tom-foreman-caught-lying-in-trump-refugees-fact-check/Ã¥ °â € Ã ›_ 	6/23/16 15:34	13305	6281	7.46064e+17
Οι πόλεις μας έχουν μείνει πίσω. Δεν θα έχουμε ποτέ τους πόρους για να υποστηρίξουμε τους ανθρώπους μας εάν έχουμε ανοιχτά σύνορα. 	6/23/16 15:10	16243	5972	7.46058e+17
Όσον αφορά τη μετανάστευση, συμβουλεύομαι τους αξιωματικούς μας για τη μετανάστευση  & οι μισθωτοί μας. Η Χίλαρι Κλίντον πραγματοποιεί διαβουλεύσεις με τη Wall Street. 	6/23/16 14:48	18868	6775	7.46052e+17
Ο Ομπάμα και η Κλίντον θα πρέπει να σταματήσουν να συναντιούνται με ειδικά ενδιαφέροντα και να αρχίσουν να συναντιούνται με τα θύματα της λαθρομετανάστευσης. 	6/23/16 14:30	19229	7385	7.46048e+17
Τα ανοιχτά σύνορα της Χίλαρι Κλίντον διαλύουν τις αμερικανικές οικογένειες. Θα κάνω τη χώρα μας ξανά ασφαλή για όλους τους Αμερικανούς. #Είμαι μαζί σου 	6/23/16 14:18	20554	6742	7.46045e+17
Η SC μας έχει κρατήσει ασφαλή από την exn amnesty - προς το παρόν. Αλλά η Χίλαρι έχει δεσμευτεί να την επεκτείνει, παίρνοντας θέσεις εργασίας από Ισπανόφωνους και Αφροαμερικανούς εργάτες. 	6/23/16 14:07	12977	5039	7.46042e+17
Η Χίλαρι βρίσκεται στις οικογένειες της Βεγγάζης  #CrookedHillary  https://www.lyingcrookedhillary.com/lie/hillary-lies-to-benghazi-families/Ã¥ÃŠâ € ^^Ã›_ 	6/23/16 13:07	12377	5309	7.46027e+17
"Το ISIS μας απειλεί σήμερα λόγω των αποφάσεων που έκανε η Χίλαρι Κλίντον μαζί με τον Πρόεδρο Ομπάμα. ""- Donald J. Trump "	6/23/16 9:20	25434	9363	7.4597e+17
"""Η Χίλαρι Κλίντον μπορεί να είναι το πιο διεφθαρμένο άτομο που έχει ποτέ ζητήσει την προεδρία."" - Ντόναλντ Τραμπ "	6/23/16 9:17	26180	10030	7.45969e+17
Ευχαριστώ τον Donald Rumsfeld για την έγκριση Εκτιμώ πολύ. Η συμπεριφορά του Κλίντον «αποκλείει». 	6/23/16 9:13	20285	5982	7.45968e+17
"""@AllegrettiVicki: Έχετε υπέροχα παιδιά, μελλοντικούς προέδρους ... και όλοι βλέπουμε ότι μεγάλωσαν εκεί έξω για τον πατέρα τους."" Ευχαριστώ. "	6/22/16 23:29	11940	2953	7.45821e+17
"""@ 1lion: λαμπρή απάντηση 3 λέξεων στο σύνθημα της Hillary"" I'm With You ""http://bit.ly/28PIJreÃ¥ÃŠ @realDonaldTrump https://twitter.com/seanhannity/status/745651421874393088Ã¥ÃŠâ € ° Ã ›_"" "	6/22/16 22:26	9358	3179	7.45805e+17
"""@justininglv: @realDonaldTrump υπέροχη ομιλία σήμερα !! Είναι όλα για την Αμερική και γι 'αυτό θα γίνετε πρόεδρος !!!!"" Ευχαριστώ. "	6/22/16 22:24	12504	3415	7.45805e+17
#Imwithyou http://bit.ly/28QBVdhÃ¥ÃŠpic.twitter.com/5EZ7X1ZZKh 	6/22/16 17:39	15582	6481	7.45733e+17
# Imwithyoupicpic.twitter.com / iY4K7Wcw3C 	6/22/16 15:01	28107	13221	7.45693e+17
Η Χίλαρι λέει ότι τα πράγματα δεν μπορούν να αλλάξουν. Λέω ότι πρέπει να αλλάξουν. Είναι μια επιλογή μεταξύ του αμερικανισμού και του διεφθαρμένου παγκοσμιοποίησής της. #Είμαι μαζί σου 	6/22/16 15:00	33744	14029	7.45693e+17
"""@chrisboydbrew: @LouDobbs @realDonaldTrump @FoxBusiness .. Είδα τη συνέντευξή σου. Είσαι η καλύτερη! Υπέροχες ερωτήσεις, υπέροχες απαντήσεις"" Ο Λου είναι υπέροχος "	6/21/16 23:48	12617	3527	7.45463e+17
Η στριμμένη Χίλαρι αρνείται να πει ότι θα αυξάνει τους φόρους πέρα από την πεποίθηση! Θα είναι μια καταστροφή για τις θέσεις εργασίας και την οικονομία! 	6/21/16 23:16	28615	9955	7.45455e+17
Θα μου πάρει συνέντευξη από το @LouDobbs απόψε στο @FoxBusiness 7μμ ET 	6/21/16 16:44	11203	3156	7.45357e+17
Η Χίλαρι εξαπάτησε την Αμερική ως υπουργό Εξωτερικών. Το χρησιμοποίησε ως προσωπικό hedge fund για να γίνει πλούσιος! Διαφθορά, επικίνδυνα, ανέντιμα. 	6/21/16 13:19	33247	13926	7.45305e+17
Αν θέλετε να μάθετε για την ειλικρίνεια και την κρίση της Χίλαρι Κλίντον, ρωτήστε την οικογένεια του Πρέσβη Stevens. 	6/21/16 13:17	25882	11963	7.45305e+17
Η Χίλαρι πήρε χρήματα και ευνοούσε καθεστώτα που υποδούλευαν γυναίκες και ομοφυλόφιλους. 	6/21/16 13:16	29513	14504	7.45304e+17
"Είμαι ""ο βασιλιάς του χρέους"". Αυτό ήταν υπέροχο για μένα ως επιχειρηματίας, αλλά είναι κακό για τη χώρα. Έκανα μια περιουσία από το χρέος, θα διορθώσω τις ΗΠΑ "	6/21/16 12:55	20262	6363	7.45299e+17
Ο Ομπάμα-Κλίντον κληρονόμησε 10 δισεκατομμύρια δολάρια σε χρέος και το μετέτρεψε σε σχεδόν 20 δισεκατομμύρια δολάρια. Έχουν χρεοκοπήσειâ € Ã ›_ https://www.instagram.com/p/BG7IYzumhZw/Ã¥ÃŠ 	6/21/16 12:53	15322	6572	7.45299e+17
Οι πολιτικές μετανάστευσης ανοιχτών συνόρων της Χίλαρι Κλίντον θα μειώσουν τους μισθούς για όλους τους Αμερικανούς - και θα κάνουν όλους λιγότερο ασφαλείς. 	6/21/16 12:44	23166	8992	7.45296e+17
Πώς μπορεί η Χίλαρι να διατρέξει την οικονομία όταν δεν μπορεί καν να στείλει email χωρίς να θέσει σε κίνδυνο ολόκληρο το έθνος; 	6/21/16 12:42	40403	19535	7.45296e+17
Η Χίλαρι Κλίντον σημείωσε άνοδο του εμπορικού ελλείμματος με την Κίνα 40% ως  Υπουργός Εξωτερικών, κόστισε εκατομμύρια Αμερικανούς θέσεις εργασίας. 	6/21/16 12:38	18178	7139	7.45295e+17
Η Χίλαρι λέει ότι αυτές οι εκλογές αφορούν την κρίση. Εχει δίκιο. Η κρίση της σκότωσε χιλιάδες, εξαπέλυσε το ISIS και κατέστρεψε την οικονομία. 	6/21/16 12:36	40016	17415	7.45294e+17
Θα κάνω μια μεγάλη ομιλία αύριο για να συζητήσω τις αποτυχημένες πολιτικές και την κακή κρίση της Κροατικής Χίλαρι Κλίντον. 	6/21/16 10:22	27922	9318	7.45261e+17
Η στριμμένη Χίλαρι Κλίντον είναι εντελώς ανίκανη να γίνει πρόεδρος μας - πραγματικά κακή κρίση και ιδιοσυγκρασία, σύμφωνα με νέο βιβλίο, το οποίο είναι χάος! 	6/21/16 6:38	25451	8472	7.45204e+17
Όταν είπα ότι αν, μέσα στο κλαμπ του Ορλάντο, είχατε άτομα με όπλα, προφανώς μιλούσα για επιπλέον φύλακες ή υπαλλήλους 	6/20/16 6:24	30283	7885	7.44838e+17
. @ DJohnsonPGA Είμαστε τόσο περήφανοι για εσάς Dustin. Η αντίδρασή σας υπό πίεση ήταν καταπληκτική. Πρώτα από πολλά μεγαλοπρεπή. Είστε αληθινός πρωταθλητής! 	6/19/16 21:22	21484	5696	7.44702e+17
"""@ bfraser747: Προσέξτε την υποστήριξη της HillaryClinton @realDonaldTrump #MakeAmericaGreatAgain pic.twitter.com/UTYOLo7wGF"" "	6/19/16 9:17	28786	10160	7.44519e+17
Οι χθεσινοί αποτυχημένοι @NYTimes δείχνουν δόλια ένα άδειο δωμάτιο πριν από την ομιλία μου, ενώ στην πραγματικότητα ήταν γεμάτο! Pic.twitter.com/iFuf8MdTEH 	6/18/16 23:01	27234	10585	7.44364e+17
Πώς μπορεί το NY Times να δείξει ένα άδειο δωμάτιο λίγες ώρες πριν ξεκινήσει η ομιλία μου όταν ήξεραν ότι πρόκειται να συσκευαστεί; Τόσο εντελώς ανέντιμο! 	6/18/16 22:57	26035	7759	7.44364e+17
Η ομιλία του Ντόναλντ Τραμπ είναι ένα παιχνίδι αλλαγής. # Τραμπ2016  https://www.facebook.com/DonaldTrump/posts/10157169523180725Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/dIK3IyrYGC 	6/18/16 22:24	14250	4943	7.44355e+17
Τα λέμε σύντομα Αριζόνα! # Τραμπ2016pic.twitter.com / W4z2eW5ay4 	6/18/16 21:28	13032	3677	7.44341e+17
Σε αγαπώ Αριζόνα! Ευχαριστώ!  # Trump2016 # AmericaFirstpic.twitter.com / QuTsSmeVdO 	6/18/16 21:10	16322	5078	7.44337e+17
ΚΑΝΕΤΕ ΤΗΝ ΑΜΕΡΙΚΗ ΜΕΓΑΛΥΤΕΡΗ ΑΠΟ! ΚΑΝΤΕ ΑΜΕΡΙΚΑΝΙΚΗ ΑΜΕΡΙΚΗ!  # Trump2016 # AmericaFirstpic.twitter.com / vN4K8FvQNT 	6/18/16 16:08	19500	7162	7.4426e+17
Ευχαριστώ Λας Βέγκας, Νεβάδα!  # Trump2016 #AmericaFirst  https://www.facebook.com/DonaldTrump/posts/10157185637660725:0Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/m1EIra7YMU 	6/18/16 15:39	11879	3573	7.44253e+17
Στο Λας Βέγκας, ετοιμάζεται να μιλήσει! 	6/18/16 13:51	12992	2611	7.44226e+17
Ελάτε μαζί μου στο Φοίνιξ της Αριζόνα σήμερα στις 4μμ! # Trump2016 #AmericaΠρώτα https://www.donaldjtrump.com/schedule/register/phoenix-az/Ã¥ÃŠâ € ^^€›_pic.twitter.com/hSaIurAfvD 	6/18/16 13:22	9864	2803	7.44219e+17
Ευχαριστώ Χιούστον, Τέξας!  #AmericaFirst # Trump2016  https://instagram.com/p/BGx4m15mhUu/Ã¥ÃŠ 	6/17/16 22:44	12819	3455	7.43998e+17
Ευχαριστώ! #AmericaFirsthttps: //twitter.com/tracyabc13/status/743924338701676544Ã¥ÃŠâ € ^^Ã ›_ 	6/17/16 19:56	10690	3217	7.43956e+17
Το συνέδριο στο Κλίβελαντ θα είναι καταπληκτικό! Https: //twitter.com/seanspicer/status/743936610371256320Ã¥ÃŠâ € ^^Ã ›_ 	6/17/16 19:55	10478	3394	7.43955e+17
Σας ευχαριστώ - στο δρόμο μου! Https: //twitter.com/jimdalrympleii/status/743940933410914304Ã¥ÃŠâ € ^^Ã ›_ 	6/17/16 19:51	9470	2685	7.43954e+17
Ευχαριστώ @DallasPD! Https: //twitter.com/dallaspd/status/743897962858741762Ã¥ÃŠâ € 	6/17/16 19:24	9497	2711	7.43947e+17
Ελάτε μαζί μου στο Φοίνιξ της Αριζόνα αύριο στις 4μμ! # Trump2016 #AmericaFirst  https://www.donaldjtrump.com/schedule/register/phoenix-az/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/B51r30Mazd 	6/17/16 17:14	12081	3757	7.43915e+17
ΕΥΧΑΡΙΣΤΩ! # AmericaFirstpic.twitter.com / qp07UfnnjM 	6/17/16 13:07	13980	4511	7.43853e+17
ΚΑΝΕΤΕ ΤΗΝ ΑΜΕΡΙΚΗ ΜΕΓΑΛΥΤΕΡΗ ΑΠΟ! ΚΑΝΤΕ ΑΜΕΡΙΚΑΝΙΚΗ ΑΜΕΡΙΚΗ! 	6/17/16 7:24	38930	16207	7.43766e+17
Άνθρωποι που είναι πολύ δυσαρεστημένοι με την Κροατία Χίλαρι και τον Ομπάμα για τις εργασίες και την ΑΣΦΑΛΕΙΑ! Το μεγαλύτερο εμπορικό έλλειμμα εδώ και πολλά χρόνια! Θα ακολουθήσουν περισσότερες επιθέσεις στο Ορλάντο 	6/17/16 7:20	23160	7326	7.43765e+17
Καταπληκτικό πλήθος χθες το βράδυ στο Ντάλας - περισσότερο πνεύμα και πάθος από ποτέ. Σήμερα, σε όλη τη μεγάλη πολιτεία του Τέξας! 	6/17/16 7:04	19627	4827	7.43761e+17
"""@VoteTrumpMAGA: Η επίθεση των μέσων ενημέρωσης στο @realDonaldTrump είναι αδυσώπητη. Είναι απελπισμένοι. Αλλά, διατηρούν το #Trump στις ειδήσεις - ένα καλό πράγμα. "	6/17/16 6:09	14632	4409	7.43747e+17
Ευχαριστώ Ντάλας, Τέξας!  https://www.facebook.com/DonaldTrump/posts/10157177470730725:0Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/2iYArmM7oN 	6/16/16 22:16	15126	4301	7.43628e+17
Χιούστον, Τέξας:  https://www.donaldjtrump.com/schedule/register/houston-tx/Ã¥ÃŠâ € ^^Ã›_  Λας Βέγκας, NV  https://www.donaldjtrump.com/schedule/register/las-vegas-nv2/Ã¥ÃŠâ € ^^Ã›_  Φοίνιξ, ΑΖ:  https://www.donaldjtrump.com/schedule/register/phoenix-az/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/2ToWwthEeF 	6/16/16 16:38	9860	3536	7.43543e+17
Ελάτε μαζί μου στο Χιούστον του Τέξας αύριο το βράδυ στις 19:00! Εισιτήρια: https://www.donaldjtrump.com/schedule/register/houston-tx/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/Yd3f8xLpPl 	6/16/16 15:16	10238	3472	7.43523e+17
"""Η ομιλία του Donald Trumps είναι μια αλλαγή παιχνιδιού."" https://www.facebook.com/DonaldTrump/posts/10157169523180725Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/J777QHdYa3 "	6/16/16 12:59	13970	4798	7.43488e+17
Το εμπορικό έλλειμμα αυξήθηκε σε υψηλό 7 ετών χάρη στις φρικτές εμπορικές πολιτικές που υποστηρίζει η Κλίντον. Θα το φτιάξω γρήγορα - ΕΡΓΑΣΙΑ! Http: //apne.ws/28HjJYzÃ¥ÃŠ 	6/16/16 12:54	13228	5125	7.43487e+17
McAllen, Τέξας - 8 μίλια από  Σύνορα ΗΠΑ - Μεξικού # Τραμπ2016  Βίντεο: http://bit.ly/1tyCnlcTrumpSupportersÃ¥ÃŠâ € ^^Ã›_pic.twitter.com/dKBTP1QjH3 	6/16/16 12:50	9402	3640	7.43486e+17
"""@realericjallen: @realDonaldTrump είναι Συντηρητικός κοινής λογικής! Πρόεδρος Τραμπ = Ικανότητα, Ασφάλεια, Ενότητα και ΑΜΕΡΙΚΑΝΙΚΕΣ ΑΠΑΣΧΟΛΗΣΕΙΣ, ΑΠΑΣΧΟΛΗΣΕΙΣ, ΕΡΓΑΣΙΑ. "	6/15/16 22:36	15356	4848	7.43271e+17
Θα μου πάρει συνέντευξη στο @greta στις 7:00 μ.μ. @FoxNews 	6/15/16 18:49	9288	2062	7.43214e+17
Τέλος, μια ακριβής ιστορία από την Washington Post! Https: //www.washingtonpost.com/blogs/erik-wemple/wp/2016/06/15/the-trump-effect-cable-news-viewership-and-profits-surge -σε-2015 /? wpisrc = nl_popns & wpmm = 1Ã ¥ ÃŠâ € ° Ã ›_ 	6/15/16 17:25	10949	3659	7.43193e+17
Ελάτε μαζί μου στο Ντάλας του Τέξας την Πέμπτη!  #AmericaFirst # Trump2016  http://bit.ly/1S5DugkDALLASÃ¥ÃŠpic.twitter.com/c7sCbHDAQh 	6/15/16 16:52	12759	4498	7.43184e+17
Ευχαριστώ Ατλάντα, Γεωργία! Θα επιστρέψω σύντομα! # AmericaFirstpic.twitter.com / cVJvfcoGOt 	6/15/16 16:04	14529	3767	7.43172e+17
Θα συναντηθώ με την ΕΡΑ, η οποία με υποστήριξε, σχετικά με το ότι δεν επιτρέπεται σε άτομα που βρίσκονται στη λίστα παρακολούθησης τρομοκρατών ή στη λίστα απαγόρευσης πτήσεων να αγοράζουν όπλα. 	6/15/16 9:50	47909	14228	7.43078e+17
Ο Τύπος είναι τόσο τελείως προκατειλημμένος που δεν έχουμε άλλη επιλογή από το να πάρουμε το σκληρό αλλά δίκαιο και έξυπνο μήνυμά μας απευθείας στους ανθρώπους! 	6/15/16 9:44	27691	8933	7.43077e+17
"Ένα: Τα μέσα ενημέρωσης έπεσαν από μόνα τους επικρίνοντας αυτό που ο DonaldTrump ""μπορεί να έχει υπονοήσει για το @POTUS."" Αλλά έχει δίκιο: http: //bit.ly/1tpAFlMÃ¥ÃŠ "	6/15/16 9:38	14568	7984	7.43075e+17
Ευχαριστώ Γκρίνσμπορο, Βόρεια Καρολίνα! Θα επιστρέψω σύντομα! # AmericaFirstpic.twitter.com / R29WMGNLGG 	6/14/16 22:40	18282	5018	7.4291e+17
ΑΠΟΨΕ! ΒΟΡΕΙΑ ΚΑΡΟΛΙΝΑ:  http://bit.ly/1Xg2j0yGREENSBOROÃ¥ÃŠâ € ^^Ã›_  ΤΕΤΑΡΤΗ! ΓΕΩΡΓΙΑ:  http://bit.ly/1UMAzxeATLANTAÃ¥ÃŠ  ΣΑΒΒΑΤΟ! ΝΕΒΑΔΑ:  http://bit.ly/1UiavupVEGASÃ¥ÃŠ 	6/14/16 14:28	9769	3345	7.42786e+17
ΕΥΧΑΡΙΣΤΩ 241η ΠΕΜΠΤΗ στο @USArmy! ΕΥΧΑΡΙΣΤΩ! Pic.twitter.com/mXsxkfcstC 	6/14/16 14:09	36032	10380	7.42781e+17
Ευχαριστώ στην κοινότητα των ΛΟΑΤ! Θα παλέψω για εσάς, ενώ η Χίλαρι θα φέρει περισσότερους ανθρώπους που θα απειλήσουν τις ελευθερίες και τις πεποιθήσεις σας. 	6/14/16 13:31	52011	18232	7.42772e+17
ΑΜΕΡΙΚΗ ΠΡΩΤΗ! 	6/14/16 8:28	48737	21237	7.42695e+17
Ο Αμερικανός πρέπει τώρα να είναι πολύ σκληρός, πολύ έξυπνος και πολύ προσεκτικός. Δεν μπορούμε να δεχτούμε ανθρώπους στη χώρα μας χωρίς εξαιρετικό έλεγχο. 	6/14/16 8:26	43793	14958	7.42695e+17
Ελάτε μαζί μου στην Ατλάντα την Τετάρτη - το μεσημέρι! # Τραμπ2016  Εισιτήρια: http://bit.ly/1UMAzxeATLANTAÃ¥ÃŠpic.twitter.com/cyARlHSEFU 	6/13/16 20:20	12634	4207	7.42512e+17
Ο στραβά Χίλαρι λέει ότι πρέπει να καλέσουμε τη Σαουδική Αραβία και άλλες χώρες να σταματήσουν τη χρηματοδότηση του μίσους. Ζητώ από: https://www.facebook.com/DonaldTrump/posts/10157164335365725Ã¥ÃŠâ € ^^Ã›_ 	6/13/16 17:35	15868	6239	7.4247e+17
Η Σαουδική Αραβία και πολλές από τις χώρες που έδωσαν τεράστια χρηματικά ποσά στο Ίδρυμα Κλίντον - συνέχισαν: https://www.facebook.com/DonaldTrump/posts/10157164318560725Ã¥ÃŠâ € 	6/13/16 17:32	15285	7084	7.4247e+17
Νόμιζα ότι οι άνθρωποι δεν γιορτάζονταν; Επευφημίες παντού, ακόμη και αυτό το άγριο από το Ορλάντο. Ήμουν σωστά.http: //nypost.com/2016/06/13/orlando-killer-cheered-911-attacks-former-classmates-say/Ã¥ÃŠâ € 	6/13/16 17:12	20604	9828	7.42465e+17
Στην ομιλία μου για την προστασία της Αμερικής μίλησα για μια προσωρινή απαγόρευση, η οποία περιλαμβάνει την αναστολή της μετανάστευσης από έθνη που συνδέονται με την ισλαμική τρομοκρατία. 	6/13/16 17:10	39302	13286	7.42464e+17
